Ancient Greek Prose Data,,,,,,,,,,,,,,,,,,,,,,,,,
Data: https://github.com/timgianitsos/tesserae/tree/master/texts/grc,,Project: https://www.qcrit.org,Author: Tim Gianitsos (tgianitsos@yahoo.com),Repo (Private): https://github.com/jdexter476/ProseVerseClassification.git,Code commit: 4885e29884e47634bf60aa238a0b62b2166db3a3,Corpus commit: dcfed9d7d6909c46cdfa0d1a9b90e33c1612b944,Note: Frequencies are per-character,,,,,,,,,,,,,,,,,,
plato.epistles.part.11.tess,letters,0.00403458,0.01095101,0.01037464,0.00691643,0.06512968,0.01440922,0.00345821,0.00345821,0,0.01152738,0.02708934,0.00345821,0,0,0.00806916,0,0.00172911,0,22.6666667,192.777778,0.33333333,3.11111111,0.33333333,14362.1728
plato.epistles.part.12.tess,letters,0,0.00972447,0,0,0.03079417,0.03727715,0,0,0,0.01296596,0.03079417,0,0,0,0,0,0.02431118,0,16,154.25,0.25,2.25,0.25,16845.6875
plato.epistles.part.13.tess,letters,0.01094408,0.02248948,0.0016837,0.00432952,0.06398076,0.01779916,0.00529164,0.00529164,0,0.00769693,0.04076969,0.00469032,0,0.00348767,0.00264582,0.01960784,0.00324714,0.00072159,29.7894737,163.039216,0.31372549,2.82352941,0.37254902,9814.90042
plato.epistles.part.2.tess,letters,0.00723182,0.01737646,0.00451989,0.00451989,0.06337887,0.03234231,0.00291282,0.00276215,0.046875,0.00843712,0.04278827,0.00220972,0.00220972,0.00924066,0.00532342,0.015625,0.00482121,0.00060265,36.2222222,155.5625,0.19672131,2.515625,0.26229508,8356.33984
plato.epistles.part.3.tess,letters,0.00550459,0.01009174,0.00275229,0.00366972,0.05045872,0.02711519,0.00224261,0.00243686,0.11627907,0.00937819,0.04240571,0.00163099,0,0.00234455,0.00214067,0.06976744,0.0058104,0,39.5,228.139535,0.24324324,2.86046512,0.35135135,39812.7712
plato.epistles.part.4.tess,letters,0.01597325,0.01077266,0.00222883,0.00705795,0.06315007,0.01485884,0.00780089,0.00780089,0,0.01040119,0.02526003,0,0.00520059,0,0.00594354,0,0.00445765,0,34.5,192.285714,0.14285714,2.64285714,0.14285714,11632.9184
plato.epistles.part.5.tess,letters,0.01724138,0.02640086,0.00377155,0.00592672,0.04310345,0.01993534,0.00323276,0.00323276,0,0.01508621,0.01131466,0,0,0,0.00323276,0,0.00323276,0,80.5,185.6,0.2,3.8,0.2,20230.64
plato.epistles.part.6.tess,letters,0.00274833,0.00314095,0.00274833,0.00235571,0.06399686,0.02159403,0.00314095,0.00316206,0.09090909,0.00785238,0.03297998,0.00196309,0.00549666,0,0,0,0.00117786,0.00235571,24.6666667,231.545455,0.2,4.18181818,0.3,25416.7934
plato.epistles.part.7.tess,letters,0.00584118,0.01818025,0.00186641,0.00304156,0.05388404,0.01964918,0.0034736,0.00345779,0.03864734,0.00684352,0.0178519,0.00096777,0.00364642,0.00240214,0.00274777,0.00483092,0.00368098,0.00082952,46.4736842,279.541063,0.32820513,4.42307692,0.45128205,42077.3304
plato.epistles.part.8.tess,letters,0.00589286,0.00901786,0.00125,0.00303571,0.055625,0.01723214,0.004375,0.00417234,0.05405405,0.00785714,0.01714286,0.00044643,0.00080357,0.00696429,0.00232143,0.02702703,0.00214286,0.00053571,69.8571429,302.702703,0.51428571,4.7027027,0.6,42047.8846
plato.epistles.part.9.tess,letters,0,0.02521739,0.00434783,0.00347826,0.07652174,0.00608696,0.00608696,0.00608696,0,0.01391304,0.04434783,0,0,0,0,0,0,0,38.5,191.666667,0.33333333,2.83333333,0.33333333,11219.8889
plato.erastai.tess,philosophy,0.00849694,0.01757322,0,0.00347602,0.05613132,0.02375282,0.00450595,0.00268883,0.45789474,0.00514966,0.01738011,0.00064371,0.0026392,0.0041841,0.00624397,0.06842105,0.0015449,0.00115867,29.875,81.7631579,0.06796117,1.13684211,0.0776699,7455.19127
plato.euthydemus.tess,philosophy,0.00813359,0.01427192,0.00127087,0.00485474,0.05113997,0.02304095,0.00409221,0.00345227,0.39783784,0.00538851,0.02994179,0.00180464,0.00137254,0.00185548,0.0053758,0.17513514,0.00289759,0.0014488,23.7978142,85.0659459,0.17414722,1.35027027,0.20825853,7736.53943
plato.euthyphro.tess,philosophy,0.00667408,0.01372954,0.00133482,0.00460829,0.05676148,0.02631495,0.00422692,0.00348524,0.37243402,0.00584777,0.02269188,0.00320992,0.00133482,0.0018751,0.00368664,0.26686217,0.00505323,0.00133482,30.4576271,92.2727273,0.14018692,1.43108504,0.1635514,8923.76433
plato.gorgias.tess,philosophy,0.00779681,0.01334443,0.00088038,0.00739883,0.05881076,0.02471704,0.0040582,0.00357391,0.36784897,0.00617474,0.02096034,0.00215272,0.00247231,0.00275572,0.00416071,0.15732265,0.00341902,0.00086832,33.696875,94.8724256,0.15462031,1.32,0.20402562,13584.5678
plato.hipparchus.tess,philosophy,0.00608392,0.01748252,0.00188811,0.00503497,0.04965035,0.02125874,0.00363636,0.00197694,0.32989691,0.00503497,0.01615385,0.00146853,0.00097902,0.00293706,0.00153846,0.06701031,0.00272727,0,34.5862069,73.7113402,0.12307692,0.98453608,0.15384615,9617.34967
plato.hippias_maior.tess,philosophy,0.0075865,0.01226101,0.00155178,0.00488524,0.05517453,0.02505843,0.00341009,0.00276072,0.33982301,0.00605387,0.02436875,0.00061305,0.00178168,0.00254799,0.00488524,0.27787611,0.00316104,0.00091958,33.4112903,92.3858407,0.15652174,1.41415929,0.19710145,8140.02812
plato.hippias_minor.tess,philosophy,0.00661551,0.01126526,0.00030242,0.00551922,0.06233698,0.01814539,0.00275961,0.00192847,0.38080495,0.00635089,0.01818319,0.00102068,0.00196575,0.00990436,0.00635089,0.17027864,0.00374249,0.00181454,30.0185185,81.8978328,0.16,1.09146341,0.21,10394.3456
plato.ion.tess,philosophy,0.01213904,0.01296764,0.00103575,0.00352156,0.0597423,0.02038364,0.00389444,0.00210443,0.38554217,0.00629739,0.01918217,0.00111861,0.00070431,0.00087003,0.00870034,0.19678715,0.00186436,0.00049716,32.6607143,96.935743,0.14473684,1.31889764,0.21710526,12805.5541
plato.laches.tess,philosophy,0.00880252,0.01785418,0.00166085,0.00610364,0.05781847,0.0285044,0.00550158,0.0049572,0.25238095,0.00714167,0.02991613,0.00128716,0.00340475,0.00197226,0.00435974,0.29047619,0.00255356,0.00049826,37.46,114.685714,0.1884984,1.73049645,0.24600639,14501.3917
plato.leges.part.1.tess,philosophy,0.00422503,0.01458502,0.00081028,0.00320253,0.05413435,0.02191612,0.00376201,0.00368704,0.33419689,0.00802562,0.01761392,0.00090674,0.0032797,0.00524752,0.00229579,0.12694301,0.00381989,0.00092603,45.2794118,134.284974,0.18359375,2.22997416,0.2265625,20302.0224
plato.leges.part.10.tess,philosophy,0.00540082,0.0137509,0.00022119,0.00307828,0.05767636,0.01990747,0.00438702,0.00488355,0.34718826,0.00833164,0.01277396,0.00060828,0.00259903,0.00715194,0.00322575,0.09535452,0.00447918,0.0001106,50.3880597,132.643032,0.16853933,2.17560976,0.20224719,24584.0437
plato.leges.part.11.tess,philosophy,0.00620604,0.00965984,0.00052167,0.01109892,0.04927057,0.01861812,0.00636794,0.00631228,0.09677419,0.0079869,0.00413736,0.00084546,0.0020327,0.0042273,0.00169092,0.06989247,0.00221259,0.00010793,46.9247312,298.876344,0.35119048,4.77419355,0.50595238,36888.56
plato.leges.part.12.tess,philosophy,0.00817247,0.01074622,0.00090248,0.00641765,0.05055569,0.01639509,0.00498036,0.0050572,0.23321555,0.00808891,0.00599983,0.00138715,0.00091919,0.00382719,0.00197209,0.08833922,0.00245676,0.00020055,42.7951807,211.431095,0.25925926,3.39222615,0.31018519,36880.0403
plato.leges.part.2.tess,philosophy,0.00476839,0.01285488,0.00035159,0.0039993,0.06102224,0.02225982,0.00334007,0.00308166,0.38323353,0.00835018,0.01131669,0.00083502,0.00085699,0.00839413,0.00235123,0.05988024,0.00355981,0.00145029,51.6166667,136.251497,0.15196078,2.32335329,0.21078431,26269.5296
plato.leges.part.3.tess,philosophy,0.00479173,0.0133942,0.00064141,0.00330139,0.05472759,0.02182689,0.00413145,0.00415723,0.30992736,0.00777241,0.01073423,0.00073574,0.00288636,0.00616888,0.00201856,0.07748184,0.00362209,0.00079233,40.6666667,128.348668,0.2,2.05769231,0.24561404,19145.4281
plato.leges.part.4.tess,philosophy,0.00401223,0.0146055,0.00034251,0.00220183,0.05220795,0.01876453,0.00572477,0.00559385,0.27681661,0.00636086,0.01240367,0.00066055,0.00171254,0.00853823,0.00183486,0.07958478,0.00344954,0.00029358,44.0645161,141.435986,0.20574163,2.19931271,0.26315789,22401.4777
plato.leges.part.5.tess,philosophy,0.00628738,0.01176419,0.00041624,0.00138016,0.06293951,0.0196508,0.00308892,0.00312528,0.03636364,0.0081495,0.0045348,0.00194974,0.00300129,0.00889434,0.00113918,0.03030303,0.00381186,0.00078866,45.25,276.648485,0.30379747,4.55151515,0.44936709,38102.7249
plato.leges.part.6.tess,philosophy,0.00555322,0.01354649,0.00075726,0.00399663,0.05452251,0.01880522,0.0032534,0.00320055,0.15243902,0.00891881,0.00640864,0.00227177,0.00178096,0.00663301,0.002412,0.08536585,0.00252419,0.00016828,55.4835165,217.408537,0.24100719,3.62424242,0.30935252,31512.138
plato.leges.part.7.tess,philosophy,0.00548759,0.01381628,0.00031135,0.00220541,0.05778187,0.02093847,0.00316542,0.00326455,0.2832244,0.0092368,0.01232438,0.00071352,0.00131028,0.00525408,0.00194595,0.09803922,0.00299677,0.00077838,49.5684211,167.936819,0.2195122,2.8326087,0.25,31845.2357
plato.leges.part.8.tess,philosophy,0.0071609,0.01292303,0.00054281,0.00436335,0.05774651,0.02252657,0.00409194,0.00418695,0.23076923,0.00860143,0.00465563,0.00087685,0.00148229,0.00331948,0.0013779,0.06334842,0.00200422,0.00037579,44.9565217,216.737557,0.21764706,3.39819005,0.24117647,37202.0759
plato.leges.part.9.tess,philosophy,0.00486311,0.01163672,0.00042631,0.00884201,0.05521521,0.01877349,0.00582625,0.00610233,0.15272727,0.00934727,0.00454732,0.00034736,0.00287365,0.00648941,0.00200524,0.05454545,0.00345786,0.00085262,48.8780488,230.305455,0.24347826,3.65454545,0.33043478,35329.0485
plato.lovers.tess,philosophy,0.00849202,0.01756305,0,0.00347401,0.05609882,0.02373906,0.00450335,0.00268587,0.45789474,0.00514668,0.01737005,0.00064334,0.00263767,0.00418168,0.00624035,0.06842105,0.001544,0.001158,29.875,81.8105263,0.06796117,1.13684211,0.0776699,7463.59568
plato.lysis.tess,philosophy,0.00585645,0.01464112,0.00110101,0.00449775,0.05626874,0.01951368,0.00498969,0.00467549,0.3147482,0.00477886,0.02686938,0.00138212,0.00332646,0.00374813,0.00510682,0.10611511,0.00252999,0.00070277,27.4607843,76.7769784,0.1496063,1.3172043,0.167979,6600.96105
plato.menexenus.tess,philosophy,0.00855206,0.01887673,0.00174151,0.00360741,0.06443588,0.02500311,0.00167931,0.00173947,0.12244898,0.00820998,0.01673094,0.00139943,0.00466476,0.00264336,0.00251897,0.11564626,0.00223908,0.0018659,49.5522388,218.748299,0.34883721,2.82312925,0.49612403,29753.2768
plato.meno.tess,philosophy,0.01003289,0.01694079,0.00167763,0.00621711,0.05486842,0.03172697,0.00383224,0.00364513,0.38511749,0.0075,0.01814145,0.00123355,0.00139803,0.00121711,0.00470395,0.15013055,0.00217105,0.00118421,36.2977099,79.3733681,0.12742981,1.25456919,0.15550756,7455.37757
plato.minos.tess,philosophy,0.01277362,0.01710652,0.00056271,0.00399527,0.05553992,0.02639131,0.00343256,0.00183639,0.33818182,0.0063024,0.01564346,0.00056271,0.00320747,0.00664003,0.00427663,0.04,0.0035451,0.00033763,35.3428571,64.6218182,0.12849162,0.8700361,0.15642458,4260.81698
plato.parmenides.tess,philosophy,0.01859616,0.02510095,0.00132751,0.00646053,0.06282427,0.01949223,0.00455777,0.00414114,0.2809978,0.00672604,0.00554234,0.00029869,0.00914874,0.00323027,0.00490071,0.02347762,0.00228995,0.00073013,29.1487603,66.3206163,0.07040816,1.35216434,0.08265306,6179.22442
plato.phaedo.tess,philosophy,0.00883827,0.02043625,0.00195689,0.00423635,0.06296458,0.02805594,0.00542625,0.00494287,0.32183908,0.00613589,0.01529672,0.00057345,0.00341918,0.00341918,0.00654447,0.15613027,0.00339768,0.0009892,32.0392749,133.627395,0.23479491,1.95697897,0.33946252,23443.6706
plato.phaedrus.tess,philosophy,0.00732525,0.01339824,0.00117694,0.00392626,0.05528774,0.02110011,0.00357788,0.00346255,0.23972603,0.00869991,0.01044177,0.0010357,0.00294705,0.00443469,0.00398275,0.15479452,0.004011,0.0015818,39.8647541,145.490411,0.28108108,2.36849315,0.37477477,21334.5294
plato.philebus.tess,philosophy,0.00447348,0.01312222,0.00073202,0.00281061,0.05307631,0.02687706,0.00426563,0.00443095,0.35521517,0.00889274,0.01678234,0.00058743,0.0015725,0.01023931,0.00257564,0.11597374,0.00311788,0.00032534,40.0588235,80.7089716,0.09648127,1.34110787,0.10215664,8409.55425
plato.protagoras.tess,philosophy,0.0092217,0.01632215,0.00149109,0.00653241,0.05838341,0.02420364,0.00401175,0.00354138,0.30805134,0.00713595,0.02521545,0.00148222,0.00281355,0.00488156,0.00536084,0.15285881,0.00298219,0.00175736,36.7,131.469078,0.22711268,1.82272727,0.29049296,19607.6819
plato.respublica.part.1.tess,philosophy,0.00692852,0.01387378,0.00113802,0.00405001,0.05989657,0.01954714,0.00435125,0.00407472,0.35908441,0.00629257,0.01942999,0.00110455,0.00314629,0.00343079,0.00555621,0.12875536,0.00251033,0.00110455,29.1504425,85.4835479,0.15470852,1.40370899,0.19058296,9621.48864
plato.respublica.part.10.tess,philosophy,0.00897912,0.01927446,0.00218167,0.00329956,0.05980671,0.01972522,0.00423714,0.00345277,0.2788671,0.00677942,0.01069201,0.00106379,0.00288486,0.00429123,0.00470592,0.03267974,0.00238001,0.00097364,29.19,120.832244,0.19033233,1.86928105,0.23564955,22224.3706
plato.respublica.part.2.tess,philosophy,0.00950456,0.01544036,0.00092861,0.00471586,0.0641831,0.01544036,0.00327743,0.00279219,0.27755906,0.00793868,0.01385627,0.00129277,0.002276,0.00489794,0.00278582,0.06102362,0.00486153,0.00043699,31.8181818,108.112205,0.21798365,1.88953488,0.29155313,15144.4028
plato.respublica.part.3.tess,philosophy,0.0079639,0.01559987,0.00132732,0.00402879,0.06894236,0.01794219,0.00379456,0.00339642,0.28409091,0.00712066,0.01475663,0.00163963,0.00270148,0.00601196,0.00402879,0.03246753,0.0039351,0.00093693,33.4173228,103.959416,0.20861678,1.76012461,0.23129252,18266.0032
plato.respublica.part.4.tess,philosophy,0.01044932,0.01918711,0.00133319,0.00463013,0.06152488,0.02565488,0.00592729,0.00579434,0.29181495,0.00742262,0.01787194,0.00174756,0.00288257,0.00311678,0.00349512,0.04092527,0.00297265,0.00086477,31.6160714,98.7651246,0.18639798,1.67730496,0.22418136,13375.3007
plato.respublica.part.5.tess,philosophy,0.01006419,0.01668536,0.00088802,0.00440892,0.06093039,0.02154608,0.00369228,0.00292094,0.36717663,0.00835047,0.01640494,0.00098149,0.00297563,0.00674581,0.0033028,0.03616134,0.00444008,0.00056085,31.6891892,89.2739917,0.17439294,1.5852982,0.23399558,10621.0584
plato.respublica.part.6.tess,philosophy,0.00695609,0.01847822,0.00142689,0.00333535,0.05973317,0.02370421,0.00319267,0.00196768,0.32941176,0.00684907,0.01364463,0.00149823,0.00094531,0.0072593,0.00322834,0.04117647,0.00326401,0.00010702,34.4347826,109.933333,0.25730994,1.85294118,0.30994152,20464.2936
plato.respublica.part.7.tess,philosophy,0.00675439,0.02166191,0.00047851,0.00439864,0.05497377,0.02353916,0.00397534,0.00379116,0.30800821,0.00699365,0.01514677,0.00104905,0.0012515,0.00585258,0.00312874,0.04722793,0.0038097,0.0004417,34.0606061,111.570842,0.22916667,1.84631148,0.27380952,16697.8138
plato.respublica.part.8.tess,philosophy,0.00739675,0.01598894,0.00162504,0.00270841,0.06304051,0.02192876,0.00293255,0.00238955,0.30326296,0.0081439,0.0098063,0.00186787,0.00328745,0.00661225,0.00347423,0.02303263,0.00257766,0.00056036,31.8809524,102.758157,0.1322314,1.7752381,0.16253444,14317.4079
plato.respublica.part.9.tess,philosophy,0.00660602,0.01531499,0.00089147,0.00443449,0.06521441,0.01931517,0.00409162,0.0032557,0.37923729,0.00603456,0.00825181,0.0009829,0.00416019,0.01353205,0.0043202,0.0190678,0.00205724,0.00123434,32.6511628,92.6864407,0.16723549,1.5529661,0.18430034,13665.9398
plato.sophista.tess,philosophy,0.0055253,0.01875224,0.00081488,0.00237508,0.04672656,0.0228664,0.00561474,0.00521022,0.33381713,0.01061335,0.01138848,0.00040744,0.00212664,0.00625075,0.00322972,0.04644412,0.00375641,0.00077513,42.3837209,73.0246734,0.06652126,1.32008671,0.07524537,6874.26209
plato.statesman.tess,philosophy,0.00537562,0.01584772,0.00079239,0.00182789,0.05017243,0.02414076,0.00338565,0.00303776,0.32610659,0.00767174,0.00790585,0.00049524,0.00199897,0.00645614,0.00260227,0.04787715,0.00262028,0.00032416,43.9917355,100.322493,0.10723861,1.46612466,0.12064343,15790.4877
plato.symposium.tess,philosophy,0.00894578,0.01411686,0.00301796,0.00457649,0.06188177,0.02164826,0.00390083,0.00367118,0.17639429,0.00670258,0.01736005,0.00202699,0.0017297,0.00463055,0.00501793,0.12840467,0.00310805,0.00151349,36.035,143.971466,0.1984127,1.94223363,0.25396825,19580.0044
plato.theaetetus.tess,philosophy,0.0096711,0.01830275,0.00092005,0.00431934,0.05823729,0.02040272,0.00556949,0.00502404,0.29833887,0.00876509,0.01431351,0.00103243,0.00359593,0.00299895,0.00533069,0.14418605,0.00332905,0.00075852,31.5309278,94.6066445,0.18129771,1.61431412,0.27862595,10941.3017
plato.theages.tess,philosophy,0.00997086,0.0194409,0.0017301,0.00614642,0.0531324,0.03619559,0.00573666,0.00473229,0.37254902,0.00655618,0.03687853,0.00118376,0.00118376,0.0039155,0.00582772,0.14509804,0.00191222,0.00081952,39.8275862,86.1333333,0.18666667,1.26070039,0.24666667,8060.89203
plato.timaeus.tess,philosophy,0.00466033,0.01655332,0.00106036,0.00089017,0.05267085,0.02166528,0.00246762,0.00237541,0.03832753,0.01007992,0.00680722,0.00126981,0.00352797,0.00810321,0.00342979,0.04355401,0.00178689,0.00062836,42.3849765,266.165505,0.30363636,3.88850174,0.37818182,32918.1346
plutarch.ad_principem_ineruditum.tess,philosophy,0.00219861,0.01035178,0,0.00082448,0.05588128,0.01035178,0.00155735,0.00156215,0.24489796,0.00549652,0.00018322,0.00146574,0.00540491,0.00458043,0.00164896,0.02040816,0.00302309,0,56.2105263,222.77551,0.38888889,1.76,0.47222222,23957.6027
plutarch.adversus_colotem.tess,philosophy,0.00360494,0.01265498,0.00067875,0.00250385,0.06424025,0.01660684,0.00224743,0.00216698,0.27067669,0.0059127,0.00473619,0.00123684,0.0030016,0.00362002,0.00177984,0.04887218,0.00321277,0.00099551,63.4387755,249.240602,0.35869565,2.49438202,0.41847826,34629.912
plutarch.aemilius_paulus.tess,history,0.00301339,0.0142163,0.00074974,0.000793,0.05724008,0.01009271,0.00132647,0.00121199,0.04417671,0.00692071,0.0017446,0.00043254,0.00178785,0.00474357,0.00116787,0.01606426,0.00289805,0.00147065,56.8591549,278.542169,0.22978723,2.35742972,0.27659574,42441.6217
plutarch.agesilaus.tess,history,0.00281623,0.01873057,0.00119557,0.0015011,0.0577061,0.01554239,0.00114243,0.00101079,0.01718213,0.00680146,0.0034273,0.00094317,0.00397194,0.00334759,0.00270996,0.03436426,0.00310848,0.00079705,51.4578313,258.687285,0.23758865,2.42268041,0.29078014,31747.1084
plutarch.agis.tess,history,0.00298982,0.01342239,0.00069975,0.00136768,0.06129135,0.01552163,0.00213104,0.00222939,0.01980198,0.00826972,0.00232188,0.00034987,0.00219466,0.00356234,0.00248092,0.03960396,0.00267176,0.00114504,50.4883721,311.287129,0.33673469,3.05940594,0.41836735,46168.5017
plutarch.alcibiades.tess,history,0.00434259,0.01713221,0.0006724,0.00081248,0.05747626,0.01159891,0.00120472,0.00121948,0.02216066,0.00756451,0.00089653,0.00099459,0.00249349,0.00294175,0.00196117,0.01385042,0.00273163,0.00058835,52.5483871,197.745152,0.16571429,2.02739726,0.17428571,20067.7245
plutarch.alexander.tess,history,0.00326928,0.01732648,0.00118753,0.00104445,0.05823902,0.01246906,0.00211037,0.00199613,0.01454545,0.00726825,0.00248952,0.00056515,0.00256106,0.00419928,0.00168829,0.03636364,0.00304752,0.00128768,54.4172662,254.156364,0.21965318,2.55090909,0.25240848,28355.6774
plutarch.amatoriae_narrationes.tess,miscellaneous,0.00225207,0.02059036,0.0010456,0.00024129,0.04182418,0.01391458,0.00386069,0.00404824,0.09230769,0.00579104,0.00088474,0.00040216,0.00386069,0.00450414,0.00426285,0,0.00144776,0.00048259,43.6153846,191.276923,0.16949153,2.21538462,0.18644068,12868.9079
plutarch.amatorius.tess,philosophy,0.0041116,0.00833175,0.00103129,0.00177762,0.06274595,0.01160203,0.00222542,0.0023523,0.20846906,0.00607919,0.00484436,0.00094987,0.00189975,0.00474937,0.00141124,0.11400651,0.00305317,0.00040709,63.3676471,240.045603,0.19650655,2.2428115,0.23580786,25992.5126
plutarch.an_recte_dictum_sit_latenter_esse_vivendum.tess,philosophy,0.00262186,0.00953402,0,0.00369443,0.0680491,0.00929567,0.00286021,0.00300129,0.43902439,0.00524371,0.00321773,0.00309856,0.00393279,0.00286021,0.00214516,0,0.00286021,0.00071505,96,204.658537,0.04347826,1.92682927,0.04347826,28244.6639
plutarch.an_seni_respublica_gerenda_sit.tess,philosophy,0.00151454,0.00550353,0.00110924,0.00147187,0.06971138,0.00691141,0.0018985,0.00199099,0.21428571,0.00460761,0.00232513,0.00059728,0.00298641,0.00046929,0.00287975,0.05714286,0.00313573,0.00063995,58.425,334.85,0.25,2.57142857,0.32407407,57514.8846
